# Logfile created on 2024-01-04 13:45:06 +0000 by logger.rb/66358
[2024-01-04T13:45:07+00:00] INFO: Started Chef Infra Zero at chefzero://localhost:1 with repository at /opt/gitlab/embedded
  One version per cookbook

[2024-01-04T13:45:08+00:00] INFO: *** Chef Infra Client 15.12.22 ***
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/cable.yml] created file /var/opt/gitlab/gitlab-rails/etc/cable.yml
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/cable.yml] updated file contents /var/opt/gitlab/gitlab-rails/etc/cable.yml
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/cable.yml] owner changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/cable.yml] group changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/cable.yml] mode changed to 644
[2024-01-04T13:45:22+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/cable.yml to /var/opt/gitlab/gitlab-rails/etc/cable.yml] created
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/smtp_settings.rb] created file /var/opt/gitlab/gitlab-rails/etc/smtp_settings.rb
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/smtp_settings.rb] updated file contents /var/opt/gitlab/gitlab-rails/etc/smtp_settings.rb
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/smtp_settings.rb] owner changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/smtp_settings.rb] group changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/smtp_settings.rb] mode changed to 644
[2024-01-04T13:45:22+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/initializers/smtp_settings.rb to /var/opt/gitlab/gitlab-rails/etc/smtp_settings.rb] created
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab.yml] created file /var/opt/gitlab/gitlab-rails/etc/gitlab.yml
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab.yml] updated file contents /var/opt/gitlab/gitlab-rails/etc/gitlab.yml
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab.yml] owner changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab.yml] group changed to 998
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab.yml] mode changed to 640
[2024-01-04T13:45:22+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/gitlab.yml to /var/opt/gitlab/gitlab-rails/etc/gitlab.yml] created
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_workhorse_secret] created file /var/opt/gitlab/gitlab-rails/etc/gitlab_workhorse_secret
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_workhorse_secret] updated file contents /var/opt/gitlab/gitlab-rails/etc/gitlab_workhorse_secret
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_workhorse_secret] owner changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_workhorse_secret] group changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_workhorse_secret] mode changed to 644
[2024-01-04T13:45:22+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/.gitlab_workhorse_secret to /var/opt/gitlab/gitlab-rails/etc/gitlab_workhorse_secret] created
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_shell_secret] created file /var/opt/gitlab/gitlab-rails/etc/gitlab_shell_secret
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_shell_secret] updated file contents /var/opt/gitlab/gitlab-rails/etc/gitlab_shell_secret
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_shell_secret] owner changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_shell_secret] group changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_shell_secret] mode changed to 644
[2024-01-04T13:45:22+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/.gitlab_shell_secret to /var/opt/gitlab/gitlab-rails/etc/gitlab_shell_secret] created
[2024-01-04T13:45:22+00:00] WARN: only_if block for templatesymlink[Create a gitlab_pages_secret and create a symlink to Rails root] returned a string, did you mean to run a command?
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_pages_secret] created file /var/opt/gitlab/gitlab-rails/etc/gitlab_pages_secret
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_pages_secret] updated file contents /var/opt/gitlab/gitlab-rails/etc/gitlab_pages_secret
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_pages_secret] owner changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_pages_secret] group changed to 0
[2024-01-04T13:45:22+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab_pages_secret] mode changed to 644
[2024-01-04T13:45:22+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/.gitlab_pages_secret to /var/opt/gitlab/gitlab-rails/etc/gitlab_pages_secret] created
[2024-01-04T13:45:22+00:00] INFO: directory[/opt/gitlab/etc/gitlab-rails/env] created directory /opt/gitlab/etc/gitlab-rails/env
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/HOME] created file /opt/gitlab/etc/gitlab-rails/env/HOME
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/HOME] updated file contents /opt/gitlab/etc/gitlab-rails/env/HOME
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/RAILS_ENV] created file /opt/gitlab/etc/gitlab-rails/env/RAILS_ENV
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/RAILS_ENV] updated file contents /opt/gitlab/etc/gitlab-rails/env/RAILS_ENV
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/LD_PRELOAD] created file /opt/gitlab/etc/gitlab-rails/env/LD_PRELOAD
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/LD_PRELOAD] updated file contents /opt/gitlab/etc/gitlab-rails/env/LD_PRELOAD
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/SIDEKIQ_MEMORY_KILLER_MAX_RSS] created file /opt/gitlab/etc/gitlab-rails/env/SIDEKIQ_MEMORY_KILLER_MAX_RSS
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/SIDEKIQ_MEMORY_KILLER_MAX_RSS] updated file contents /opt/gitlab/etc/gitlab-rails/env/SIDEKIQ_MEMORY_KILLER_MAX_RSS
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/BUNDLE_GEMFILE] created file /opt/gitlab/etc/gitlab-rails/env/BUNDLE_GEMFILE
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/BUNDLE_GEMFILE] updated file contents /opt/gitlab/etc/gitlab-rails/env/BUNDLE_GEMFILE
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/PATH] created file /opt/gitlab/etc/gitlab-rails/env/PATH
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/PATH] updated file contents /opt/gitlab/etc/gitlab-rails/env/PATH
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/ICU_DATA] created file /opt/gitlab/etc/gitlab-rails/env/ICU_DATA
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/ICU_DATA] updated file contents /opt/gitlab/etc/gitlab-rails/env/ICU_DATA
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/PYTHONPATH] created file /opt/gitlab/etc/gitlab-rails/env/PYTHONPATH
[2024-01-04T13:45:22+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/PYTHONPATH] updated file contents /opt/gitlab/etc/gitlab-rails/env/PYTHONPATH
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/EXECJS_RUNTIME] created file /opt/gitlab/etc/gitlab-rails/env/EXECJS_RUNTIME
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/EXECJS_RUNTIME] updated file contents /opt/gitlab/etc/gitlab-rails/env/EXECJS_RUNTIME
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/TZ] created file /opt/gitlab/etc/gitlab-rails/env/TZ
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/TZ] updated file contents /opt/gitlab/etc/gitlab-rails/env/TZ
[2024-01-04T13:45:23+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/tmp] created
[2024-01-04T13:45:23+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/public/uploads] created
[2024-01-04T13:45:23+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/log] created
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/embedded/service/gitlab-rails/db/structure.sql] owner changed to 998
[2024-01-04T13:45:23+00:00] INFO: remote_file[/var/opt/gitlab/gitlab-rails/VERSION] created file /var/opt/gitlab/gitlab-rails/VERSION
[2024-01-04T13:45:23+00:00] INFO: remote_file[/var/opt/gitlab/gitlab-rails/VERSION] updated file contents /var/opt/gitlab/gitlab-rails/VERSION
[2024-01-04T13:45:23+00:00] INFO: remote_file[/var/opt/gitlab/gitlab-rails/REVISION] created file /var/opt/gitlab/gitlab-rails/REVISION
[2024-01-04T13:45:23+00:00] INFO: remote_file[/var/opt/gitlab/gitlab-rails/REVISION] updated file contents /var/opt/gitlab/gitlab-rails/REVISION
[2024-01-04T13:45:23+00:00] INFO: file[/var/opt/gitlab/gitlab-rails/RUBY_VERSION] created file /var/opt/gitlab/gitlab-rails/RUBY_VERSION
[2024-01-04T13:45:23+00:00] INFO: file[/var/opt/gitlab/gitlab-rails/RUBY_VERSION] updated file contents /var/opt/gitlab/gitlab-rails/RUBY_VERSION
[2024-01-04T13:45:23+00:00] INFO: directory[/etc/gitlab/trusted-certs] created directory /etc/gitlab/trusted-certs
[2024-01-04T13:45:23+00:00] INFO: directory[/etc/gitlab/trusted-certs] mode changed to 755
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/embedded/ssl/certs/README] created file /opt/gitlab/embedded/ssl/certs/README
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/embedded/ssl/certs/README] updated file contents /opt/gitlab/embedded/ssl/certs/README
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/embedded/ssl/certs/README] mode changed to 644
[2024-01-04T13:45:23+00:00] INFO: ruby_block[Move existing certs and link to /opt/gitlab/embedded/ssl/certs] called
[2024-01-04T13:45:23+00:00] INFO: ruby_block[Link postgresql bin files to the correct version] called
[2024-01-04T13:45:23+00:00] INFO: directory[/var/opt/gitlab/gitaly] created directory /var/opt/gitlab/gitaly
[2024-01-04T13:45:23+00:00] INFO: directory[/var/opt/gitlab/gitaly] owner changed to 998
[2024-01-04T13:45:23+00:00] INFO: directory[/var/opt/gitlab/gitaly] mode changed to 700
[2024-01-04T13:45:23+00:00] INFO: directory[/var/log/gitlab/gitaly] created directory /var/log/gitlab/gitaly
[2024-01-04T13:45:23+00:00] INFO: directory[/var/log/gitlab/gitaly] owner changed to 998
[2024-01-04T13:45:23+00:00] INFO: directory[/var/log/gitlab/gitaly] mode changed to 700
[2024-01-04T13:45:23+00:00] INFO: directory[/var/opt/gitlab/gitaly/internal_sockets] created directory /var/opt/gitlab/gitaly/internal_sockets
[2024-01-04T13:45:23+00:00] INFO: directory[/var/opt/gitlab/gitaly/internal_sockets] owner changed to 998
[2024-01-04T13:45:23+00:00] INFO: directory[/var/opt/gitlab/gitaly/internal_sockets] mode changed to 700
[2024-01-04T13:45:23+00:00] INFO: directory[/opt/gitlab/etc/gitaly/env] created directory /opt/gitlab/etc/gitaly/env
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/HOME] created file /opt/gitlab/etc/gitaly/env/HOME
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/HOME] updated file contents /opt/gitlab/etc/gitaly/env/HOME
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/PATH] created file /opt/gitlab/etc/gitaly/env/PATH
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/PATH] updated file contents /opt/gitlab/etc/gitaly/env/PATH
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/TZ] created file /opt/gitlab/etc/gitaly/env/TZ
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/TZ] updated file contents /opt/gitlab/etc/gitaly/env/TZ
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/PYTHONPATH] created file /opt/gitlab/etc/gitaly/env/PYTHONPATH
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/PYTHONPATH] updated file contents /opt/gitlab/etc/gitaly/env/PYTHONPATH
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/ICU_DATA] created file /opt/gitlab/etc/gitaly/env/ICU_DATA
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/ICU_DATA] updated file contents /opt/gitlab/etc/gitaly/env/ICU_DATA
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/SSL_CERT_DIR] created file /opt/gitlab/etc/gitaly/env/SSL_CERT_DIR
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/SSL_CERT_DIR] updated file contents /opt/gitlab/etc/gitaly/env/SSL_CERT_DIR
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/GITALY_PID_FILE] created file /opt/gitlab/etc/gitaly/env/GITALY_PID_FILE
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/GITALY_PID_FILE] updated file contents /opt/gitlab/etc/gitaly/env/GITALY_PID_FILE
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/WRAPPER_JSON_LOGGING] created file /opt/gitlab/etc/gitaly/env/WRAPPER_JSON_LOGGING
[2024-01-04T13:45:23+00:00] INFO: file[/opt/gitlab/etc/gitaly/env/WRAPPER_JSON_LOGGING] updated file contents /opt/gitlab/etc/gitaly/env/WRAPPER_JSON_LOGGING
[2024-01-04T13:45:23+00:00] INFO: template[Create Gitaly config.toml] created file /var/opt/gitlab/gitaly/config.toml
[2024-01-04T13:45:23+00:00] INFO: template[Create Gitaly config.toml] updated file contents /var/opt/gitlab/gitaly/config.toml
[2024-01-04T13:45:23+00:00] INFO: template[Create Gitaly config.toml] owner changed to 0
[2024-01-04T13:45:23+00:00] INFO: template[Create Gitaly config.toml] group changed to 998
[2024-01-04T13:45:23+00:00] INFO: template[Create Gitaly config.toml] mode changed to 640
[2024-01-04T13:45:23+00:00] INFO: directory[/opt/gitlab/sv/gitaly] created directory /opt/gitlab/sv/gitaly
[2024-01-04T13:45:23+00:00] INFO: directory[/opt/gitlab/sv/gitaly] owner changed to 0
[2024-01-04T13:45:23+00:00] INFO: directory[/opt/gitlab/sv/gitaly] group changed to 0
[2024-01-04T13:45:23+00:00] INFO: directory[/opt/gitlab/sv/gitaly] mode changed to 755
[2024-01-04T13:45:23+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] created file /opt/gitlab/sv/gitaly/run
[2024-01-04T13:45:23+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] updated file contents /opt/gitlab/sv/gitaly/run
[2024-01-04T13:45:23+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] owner changed to 0
[2024-01-04T13:45:23+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] group changed to 0
[2024-01-04T13:45:23+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] mode changed to 755
[2024-01-04T13:45:23+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log] created directory /opt/gitlab/sv/gitaly/log
[2024-01-04T13:45:23+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log] owner changed to 0
[2024-01-04T13:45:23+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log] group changed to 0
[2024-01-04T13:45:23+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log] mode changed to 755
[2024-01-04T13:45:23+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log/main] created directory /opt/gitlab/sv/gitaly/log/main
[2024-01-04T13:45:23+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log/main] owner changed to 0
[2024-01-04T13:45:23+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log/main] group changed to 0
[2024-01-04T13:45:23+00:00] INFO: directory[/opt/gitlab/sv/gitaly/log/main] mode changed to 755
[2024-01-04T13:45:23+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] created file /opt/gitlab/sv/gitaly/log/config
[2024-01-04T13:45:23+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] updated file contents /opt/gitlab/sv/gitaly/log/config
[2024-01-04T13:45:23+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] owner changed to 0
[2024-01-04T13:45:23+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] group changed to 0
[2024-01-04T13:45:24+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] mode changed to 644
[2024-01-04T13:45:24+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] sending create action to ruby_block[verify_chown_persisted_on_gitaly] (immediate)
[2024-01-04T13:45:24+00:00] INFO: ruby_block[verify_chown_persisted_on_gitaly] called
[2024-01-04T13:45:24+00:00] INFO: link[/var/log/gitlab/gitaly/config] created
[2024-01-04T13:45:24+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] created file /opt/gitlab/sv/gitaly/log/run
[2024-01-04T13:45:24+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] updated file contents /opt/gitlab/sv/gitaly/log/run
[2024-01-04T13:45:24+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] owner changed to 0
[2024-01-04T13:45:24+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] group changed to 0
[2024-01-04T13:45:24+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] mode changed to 755
[2024-01-04T13:45:24+00:00] INFO: directory[/opt/gitlab/sv/gitaly/env] created directory /opt/gitlab/sv/gitaly/env
[2024-01-04T13:45:24+00:00] INFO: directory[/opt/gitlab/sv/gitaly/env] owner changed to 0
[2024-01-04T13:45:24+00:00] INFO: directory[/opt/gitlab/sv/gitaly/env] group changed to 0
[2024-01-04T13:45:24+00:00] INFO: directory[/opt/gitlab/sv/gitaly/env] mode changed to 755
[2024-01-04T13:45:24+00:00] INFO: directory[/opt/gitlab/sv/gitaly/control] created directory /opt/gitlab/sv/gitaly/control
[2024-01-04T13:45:24+00:00] INFO: directory[/opt/gitlab/sv/gitaly/control] owner changed to 0
[2024-01-04T13:45:24+00:00] INFO: directory[/opt/gitlab/sv/gitaly/control] group changed to 0
[2024-01-04T13:45:24+00:00] INFO: directory[/opt/gitlab/sv/gitaly/control] mode changed to 755
[2024-01-04T13:45:24+00:00] INFO: link[/opt/gitlab/init/gitaly] created
[2024-01-04T13:45:24+00:00] INFO: template[/opt/gitlab/sv/gitaly/run] sending run action to ruby_block[restart_service] (delayed)
[2024-01-04T13:45:24+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/config] sending create action to ruby_block[reload_log_service] (delayed)
[2024-01-04T13:45:24+00:00] INFO: link[/opt/gitlab/service/gitaly] created
[2024-01-04T13:45:27+00:00] INFO: ruby_block[wait for gitaly service socket] called
[2024-01-04T13:45:28+00:00] INFO: ruby_block[reload_log_service] called
[2024-01-04T13:45:28+00:00] INFO: template[/opt/gitlab/sv/gitaly/log/run] sending run action to ruby_block[restart_log_service] (delayed)
[2024-01-04T13:45:28+00:00] INFO: ruby_block[restart_log_service] called
[2024-01-04T13:45:29+00:00] INFO: execute[/opt/gitlab/bin/gitlab-ctl start gitaly] ran successfully
[2024-01-04T13:45:30+00:00] INFO: file[/var/opt/gitlab/gitaly/VERSION] created file /var/opt/gitlab/gitaly/VERSION
[2024-01-04T13:45:30+00:00] INFO: file[/var/opt/gitlab/gitaly/VERSION] updated file contents /var/opt/gitlab/gitaly/VERSION
[2024-01-04T13:46:34+00:00] INFO: bash[migrate gitlab-rails database] ran successfully
[2024-01-04T13:46:34+00:00] INFO: bash[migrate gitlab-rails database] sending run action to execute[clear the gitlab-rails cache] (immediate)
[2024-01-04T13:46:34+00:00] INFO: directory[/var/opt/gitlab/logrotate] created directory /var/opt/gitlab/logrotate
[2024-01-04T13:46:34+00:00] INFO: directory[/var/opt/gitlab/logrotate] mode changed to 700
[2024-01-04T13:46:34+00:00] INFO: directory[/var/opt/gitlab/logrotate/logrotate.d] created directory /var/opt/gitlab/logrotate/logrotate.d
[2024-01-04T13:46:34+00:00] INFO: directory[/var/opt/gitlab/logrotate/logrotate.d] mode changed to 700
[2024-01-04T13:46:34+00:00] INFO: directory[/var/log/gitlab/logrotate] created directory /var/log/gitlab/logrotate
[2024-01-04T13:46:34+00:00] INFO: directory[/var/log/gitlab/logrotate] mode changed to 700
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.conf] created file /var/opt/gitlab/logrotate/logrotate.conf
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.conf] updated file contents /var/opt/gitlab/logrotate/logrotate.conf
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.conf] mode changed to 644
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/nginx] created file /var/opt/gitlab/logrotate/logrotate.d/nginx
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/nginx] updated file contents /var/opt/gitlab/logrotate/logrotate.d/nginx
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/puma] created file /var/opt/gitlab/logrotate/logrotate.d/puma
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/puma] updated file contents /var/opt/gitlab/logrotate/logrotate.d/puma
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/actioncable] created file /var/opt/gitlab/logrotate/logrotate.d/actioncable
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/actioncable] updated file contents /var/opt/gitlab/logrotate/logrotate.d/actioncable
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/unicorn] created file /var/opt/gitlab/logrotate/logrotate.d/unicorn
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/unicorn] updated file contents /var/opt/gitlab/logrotate/logrotate.d/unicorn
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/gitlab-rails] created file /var/opt/gitlab/logrotate/logrotate.d/gitlab-rails
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/gitlab-rails] updated file contents /var/opt/gitlab/logrotate/logrotate.d/gitlab-rails
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/gitlab-shell] created file /var/opt/gitlab/logrotate/logrotate.d/gitlab-shell
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/gitlab-shell] updated file contents /var/opt/gitlab/logrotate/logrotate.d/gitlab-shell
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/gitlab-workhorse] created file /var/opt/gitlab/logrotate/logrotate.d/gitlab-workhorse
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/gitlab-workhorse] updated file contents /var/opt/gitlab/logrotate/logrotate.d/gitlab-workhorse
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/gitlab-pages] created file /var/opt/gitlab/logrotate/logrotate.d/gitlab-pages
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/logrotate/logrotate.d/gitlab-pages] updated file contents /var/opt/gitlab/logrotate/logrotate.d/gitlab-pages
[2024-01-04T13:46:34+00:00] INFO: directory[/var/log/gitlab/puma] created directory /var/log/gitlab/puma
[2024-01-04T13:46:34+00:00] INFO: directory[/var/log/gitlab/puma] owner changed to 998
[2024-01-04T13:46:34+00:00] INFO: directory[/var/log/gitlab/puma] mode changed to 700
[2024-01-04T13:46:34+00:00] INFO: directory[/opt/gitlab/var/puma] created directory /opt/gitlab/var/puma
[2024-01-04T13:46:34+00:00] INFO: directory[/opt/gitlab/var/puma] owner changed to 998
[2024-01-04T13:46:34+00:00] INFO: directory[/opt/gitlab/var/puma] mode changed to 700
[2024-01-04T13:46:34+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/sockets] created directory /var/opt/gitlab/gitlab-rails/sockets
[2024-01-04T13:46:34+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/sockets] owner changed to 998
[2024-01-04T13:46:34+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/sockets] group changed to 999
[2024-01-04T13:46:34+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/sockets] mode changed to 750
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/puma.rb] created file /var/opt/gitlab/gitlab-rails/etc/puma.rb
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/puma.rb] updated file contents /var/opt/gitlab/gitlab-rails/etc/puma.rb
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/puma.rb] owner changed to 0
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/puma.rb] group changed to 0
[2024-01-04T13:46:34+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/puma.rb] mode changed to 644
[2024-01-04T13:46:34+00:00] INFO: runit_service[puma] running why-run enable action to support before action
[2024-01-04T13:46:34+00:00] INFO: template[/opt/gitlab/sv/puma/log/config] sending create action to ruby_block[verify_chown_persisted_on_puma] (immediate)
